YEAR,STATEFIP,US_State,is_imigrant,total_educated_pop,brain_waste_pop,brain_waste_pct
2017,13,Georgia,True,306486.0,93644.0,30.55408729925674
2017,15,Hawaii,False,212884.0,71425.0,33.551135829841606
2017,15,Hawaii,True,60918.0,26015.0,42.7049476345251
2017,16,Idaho,False,241396.0,74457.0,30.844338762862684
2017,16,Idaho,True,18412.0,5663.0,30.757114925048878
2017,17,Illinois,False,2217537.0,660485.0,29.784621406542485
2017,17,Illinois,True,477291.0,157454.0,32.98909889354712
2017,18,Indiana,False,994527.0,299592.0,30.124069029800093
2017,18,Indiana,True,93236.0,24485.0,26.26131537174482
2017,19,Iowa,False,533137.0,160868.0,30.17385775138473
2017,19,Iowa,True,36839.0,9507.0,25.806889437824044
2017,20,Kansas,False,537020.0,158994.0,29.606718557968048
2017,20,Kansas,True,44764.0,12487.0,27.89518362970244
2017,21,Kentucky,False,599248.0,181938.0,30.361052519157344
2017,21,Kentucky,True,46487.0,14845.0,31.933658872372924
2017,22,Louisiana,False,612914.0,183717.0,29.974352029811683
2017,22,Louisiana,True,48126.0,14564.0,30.262228317333665
2017,23,Maine,False,254621.0,74599.0,29.29805475589209
2017,23,Maine,True,16930.0,5667.0,33.47312463083284
2017,24,Maryland,False,1187555.0,275410.0,23.191346927089693
2017,24,Maryland,True,329811.0,91470.0,27.734065874091524
2017,25,Massachusetts,False,1556517.0,415044.0,26.664919175312573
2017,25,Massachusetts,True,364334.0,92894.0,25.49693413186801
2017,26,Michigan,False,1520962.0,442008.0,29.06108107894872
2017,26,Michigan,True,222691.0,52588.0,23.61478461186128
2017,27,Minnesota,False,1110233.0,324968.0,29.270252280377186
2017,27,Minnesota,True,135133.0,36836.0,27.259070693316957
2017,28,Mississippi,False,350267.0,109728.0,31.326959148306866
2017,28,Mississippi,True,16785.0,5284.0,31.48048853142687
2017,29,Missouri,False,1005597.0,305958.0,30.42550842932109
2017,29,Missouri,True,91422.0,24194.0,26.46408960644046
2017,30,Montana,False,190792.0,63785.0,33.4316952492767
2017,30,Montana,True,7948.0,2388.0,30.04529441368898
2017,31,Nebraska,False,337596.0,101904.0,30.185191767674972
2017,31,Nebraska,True,30527.0,10418.0,34.12716611524225
2017,32,Nevada,False,333033.0,113393.0,34.04857776856948
2017,32,Nevada,True,96740.0,50801.0,52.512921232168694
2017,33,New Hampshire,False,282565.0,83658.0,29.60663918036558
2017,33,New Hampshire,True,33692.0,8792.0,26.09521548141992
2017,34,New Jersey,False,1582375.0,460986.0,29.13253811517497
2017,34,New Jersey,True,652887.0,194275.0,29.75629779732174
2017,35,New Mexico,False,280269.0,73306.0,26.155586240361938
2017,35,New Mexico,True,31255.0,9586.0,30.670292753159494
2017,36,New York,False,3411621.0,961864.0,28.19375305756413
2017,36,New York,True,1156139.0,396709.0,34.31326164068507
2017,37,North Carolina,False,1703503.0,505686.0,29.685066595127807
2017,37,North Carolina,True,219947.0,62395.0,28.368197793104706
2017,38,North Dakota,False,136323.0,45950.0,33.706711266624126
2017,38,North Dakota,True,11344.0,3338.0,29.425246826516222
2017,39,Ohio,False,1826088.0,526497.0,28.831962096021655
2017,39,Ohio,True,186873.0,44281.0,23.695771994884225
2017,40,Oklahoma,False,529575.0,154832.0,29.237029693622247
2017,40,Oklahoma,True,44674.0,14737.0,32.987867663517925
2017,41,Oregon,False,722584.0,212313.0,29.38246625997808
2017,41,Oregon,True,110445.0,33584.0,30.407895332518446
2017,42,Pennsylvania,False,2278223.0,644391.0,28.284807940223587
2017,42,Pennsylvania,True,292719.0,87840.0,30.00830147684298
2017,44,Rhode Island,False,194728.0,56173.0,28.84690439998357
2017,44,Rhode Island,True,30643.0,9291.0,30.3201383676533
2017,45,South Carolina,False,755259.0,248266.0,32.87163741180178
2017,45,South Carolina,True,65121.0,20687.0,31.767018319743244
2017,46,South Dakota,False,139777.0,43830.0,31.357090222282636
2017,46,South Dakota,True,7721.0,1999.0,25.890428700945474
2017,47,Tennessee,False,1023083.0,314844.0,30.77404277072339
2017,47,Tennessee,True,92120.0,30049.0,32.619409465914025
2017,48,Texas,False,3764593.0,1043500.0,27.718799880890177
2017,48,Texas,True,1024203.0,308831.0,30.153299687659572
2017,49,Utah,False,490718.0,133467.0,27.1983094159986
2017,49,Utah,True,60404.0,22756.0,37.67300178796106
2017,50,Vermont,False,135428.0,41783.0,30.85255633990017
2017,50,Vermont,True,12657.0,3808.0,30.08611835348029
2017,51,Virginia,False,1636548.0,428438.0,26.179372679566992
2017,51,Virginia,True,401558.0,112609.0,28.043022427644328
2017,53,Washington,False,1279629.0,345712.0,27.01658058702952
2017,53,Washington,True,317919.0,87084.0,27.3918828380814
2017,54,West Virginia,False,210110.0,62349.0,29.67445623720908
2017,54,West Virginia,True,12436.0,2264.0,18.205210678674817
2017,55,Wisconsin,False,1014356.0,298402.0,29.41787695838542
2017,55,Wisconsin,True,79903.0,17081.0,21.377169818404816
2017,56,Wyoming,False,88470.0,29123.0,32.91850344749633
2017,56,Wyoming,True,4534.0,1251.0,27.591530657256286
2018,1,Alabama,False,672164.0,195605.0,29.100784927487933
2018,1,Alabama,True,44329.0,11965.0,26.991360057750008
2018,2,Alaska,False,111101.0,32163.0,28.94933438942944
2018,2,Alaska,True,18387.0,9152.0,49.77429705770381
2018,4,Arizona,False,1003962.0,308118.0,30.69020540618071
2018,4,Arizona,True,189072.0,57907.0,30.62695692646188
2018,5,Arkansas,False,377750.0,117426.0,31.085638649900726
2018,5,Arkansas,True,26842.0,8799.0,32.78071678712465
2018,6,California,False,5552329.0,1553068.0,27.971469269922583
2018,6,California,True,2524448.0,738430.0,29.251147181482846
2018,8,Colorado,False,1320577.0,398700.0,30.19134817583526
2018,8,Colorado,True,160925.0,49722.0,30.897623116358552
2018,9,Connecticut,False,733488.0,204423.0,27.86998560303645
2018,9,Connecticut,True,160434.0,45383.0,28.28764476357879
2018,10,Delaware,False,155286.0,43234.0,27.84153111033834
2018,10,Delaware,True,25453.0,8534.0,33.528464228185285
2018,11,District of Columbia,False,237708.0,45083.0,18.965705823952074
2018,11,District of Columbia,True,57589.0,11347.0,19.703415582837
2018,12,Florida,False,2643369.0,854554.0,32.32821448689154
2018,12,Florida,True,1109446.0,440140.0,39.67205253793335
2018,13,Georgia,False,1667580.0,511813.0,30.691960805478598
2018,13,Georgia,True,320286.0,101382.0,31.653584608755924
2018,15,Hawaii,False,223712.0,77917.0,34.82915534258332
