period,year_start,year_end,country,country_code,country_key,iso3,is_aggregate,metric_key,metric_label,unit,years_observed,native_value,eu_migrant_value,extra_eu_migrant_value,gap_extra_eu_vs_native_pp,ratio_foreign_vs_native
2020-2024,2020,2024,Germany,DE,DEU,DEU,0,brain_waste,Highly educated employment rate,percentage points,5,81.62,79.67,62.36,-19.27,
2020-2024,2020,2024,Germany,DE,DEU,DEU,0,poverty,Poverty risk rate,percentage points,5,12.74,,18.44,5.7,
2020-2024,2020,2024,Germany,DE,DEU,DEU,0,temporary_contract,Temporary contract rate,percentage points,5,14.43,17.17,23.88,9.45,
2020-2024,2020,2024,Denmark,DK,DNK,DNK,0,brain_waste,Highly educated employment rate,percentage points,1,79.41,82.11,72.38,-7.04,
2020-2024,2020,2024,Denmark,DK,DNK,DNK,0,incarceration,Foreign prison-population representation,ratio,5,73.46,,26.54,-46.91,0.36
2020-2024,2020,2024,Denmark,DK,DNK,DNK,0,poverty,Poverty risk rate,percentage points,5,10.76,,19.0,8.24,
2020-2024,2020,2024,Denmark,DK,DNK,DNK,0,temporary_contract,Temporary contract rate,percentage points,1,12.8,15.57,19.31,6.51,
2020-2024,2020,2024,Spain,ES,ESP,ESP,0,brain_waste,Highly educated employment rate,percentage points,5,74.53,68.39,59.6,-14.93,
2020-2024,2020,2024,Spain,ES,ESP,ESP,0,incarceration,Foreign prison-population representation,ratio,5,69.54,,30.46,-39.08,0.44
2020-2024,2020,2024,Spain,ES,ESP,ESP,0,poverty,Poverty risk rate,percentage points,5,16.84,,29.04,12.2,
2020-2024,2020,2024,Spain,ES,ESP,ESP,0,temporary_contract,Temporary contract rate,percentage points,5,24.93,22.28,34.25,9.32,
2020-2024,2020,2024,Estonia,EE,EST,EST,0,brain_waste,Highly educated employment rate,percentage points,5,83.27,84.48,69.76,-13.51,
2020-2024,2020,2024,Estonia,EE,EST,EST,0,incarceration,Foreign prison-population representation,ratio,5,66.65,,33.5,-33.15,0.5
2020-2024,2020,2024,Estonia,EE,EST,EST,0,poverty,Poverty risk rate,percentage points,5,18.98,,25.38,6.4,
2020-2024,2020,2024,Estonia,EE,EST,EST,0,temporary_contract,Temporary contract rate,percentage points,5,4.03,,3.17,-0.86,
2020-2024,2020,2024,Finland,FI,FIN,FIN,0,brain_waste,Highly educated employment rate,percentage points,5,79.31,80.78,72.29,-7.03,
2020-2024,2020,2024,Finland,FI,FIN,FIN,0,incarceration,Foreign prison-population representation,ratio,5,81.67,,18.33,-63.34,0.23
2020-2024,2020,2024,Finland,FI,FIN,FIN,0,poverty,Poverty risk rate,percentage points,5,11.68,,14.42,2.74,
2020-2024,2020,2024,Finland,FI,FIN,FIN,0,temporary_contract,Temporary contract rate,percentage points,5,17.98,21.65,29.0,11.02,
2020-2024,2020,2024,France,FR,FRA,FRA,0,brain_waste,Highly educated employment rate,percentage points,5,77.42,75.93,61.81,-15.61,
2020-2024,2020,2024,France,FR,FRA,FRA,0,incarceration,Foreign prison-population representation,ratio,5,75.16,,24.84,-50.32,0.33
2020-2024,2020,2024,France,FR,FRA,FRA,0,poverty,Poverty risk rate,percentage points,5,13.6,,16.2,2.6,
2020-2024,2020,2024,France,FR,FRA,FRA,0,temporary_contract,Temporary contract rate,percentage points,5,18.97,20.95,29.16,10.18,
2020-2024,2020,2024,Greece,EL,GRC,GRC,0,brain_waste,Highly educated employment rate,percentage points,5,70.06,60.55,54.7,-15.36,
2020-2024,2020,2024,Greece,EL,GRC,GRC,0,incarceration,Foreign prison-population representation,ratio,5,43.56,,56.44,12.88,1.31
2020-2024,2020,2024,Greece,EL,GRC,GRC,0,poverty,Poverty risk rate,percentage points,5,18.4,,22.24,3.84,
2020-2024,2020,2024,Greece,EL,GRC,GRC,0,temporary_contract,Temporary contract rate,percentage points,5,11.3,25.61,24.01,12.71,
2020-2024,2020,2024,Croatia,HR,HRV,HRV,0,brain_waste,Highly educated employment rate,percentage points,5,75.48,85.57,72.25,-4.05,
2020-2024,2020,2024,Croatia,HR,HRV,HRV,0,incarceration,Foreign prison-population representation,ratio,5,85.53,,14.47,-71.06,0.17
2020-2024,2020,2024,Croatia,HR,HRV,HRV,0,poverty,Poverty risk rate,percentage points,5,18.44,,15.82,-2.62,
2020-2024,2020,2024,Croatia,HR,HRV,HRV,0,temporary_contract,Temporary contract rate,percentage points,5,15.98,,27.78,12.91,
2020-2024,2020,2024,Hungary,HU,HUN,HUN,0,brain_waste,Highly educated employment rate,percentage points,5,80.75,87.78,75.79,-4.96,
2020-2024,2020,2024,Hungary,HU,HUN,HUN,0,incarceration,Foreign prison-population representation,ratio,5,91.79,,8.21,-83.58,0.09
2020-2024,2020,2024,Hungary,HU,HUN,HUN,0,poverty,Poverty risk rate,percentage points,5,13.54,,11.28,-2.26,
2020-2024,2020,2024,Hungary,HU,HUN,HUN,0,temporary_contract,Temporary contract rate,percentage points,5,6.32,,,,
2020-2024,2020,2024,Ireland,IE,IRL,IRL,0,brain_waste,Highly educated employment rate,percentage points,5,80.35,83.86,76.19,-4.16,
2020-2024,2020,2024,Ireland,IE,IRL,IRL,0,incarceration,Foreign prison-population representation,ratio,5,84.46,,15.54,-68.93,0.18
2020-2024,2020,2024,Ireland,IE,IRL,IRL,0,poverty,Poverty risk rate,percentage points,5,12.04,,12.5,0.46,
2020-2024,2020,2024,Ireland,IE,IRL,IRL,0,temporary_contract,Temporary contract rate,percentage points,5,10.81,5.0,8.71,-2.1,
2020-2024,2020,2024,Iceland,IS,ISL,ISL,0,brain_waste,Highly educated employment rate,percentage points,5,85.94,86.21,79.51,-6.44,
2020-2024,2020,2024,Iceland,IS,ISL,ISL,0,incarceration,Foreign prison-population representation,ratio,5,69.25,,30.75,-38.51,0.46
2020-2024,2020,2024,Iceland,IS,ISL,ISL,0,temporary_contract,Temporary contract rate,percentage points,5,12.74,8.82,19.73,6.21,
2020-2024,2020,2024,Italy,IT,ITA,ITA,0,brain_waste,Highly educated employment rate,percentage points,5,74.89,68.96,61.56,-13.33,
2020-2024,2020,2024,Italy,IT,ITA,ITA,0,incarceration,Foreign prison-population representation,ratio,5,68.05,,31.95,-36.11,0.47
2020-2024,2020,2024,Italy,IT,ITA,ITA,0,poverty,Poverty risk rate,percentage points,5,17.68,,31.22,13.54,
2020-2024,2020,2024,Italy,IT,ITA,ITA,0,temporary_contract,Temporary contract rate,percentage points,5,21.52,24.95,25.3,3.78,
2020-2024,2020,2024,Liechtenstein,LI,LIE,LIE,0,incarceration,Foreign prison-population representation,ratio,4,18.22,,81.78,63.56,7.66
2020-2024,2020,2024,Lithuania,LT,LTU,LTU,0,brain_waste,Highly educated employment rate,percentage points,5,82.14,93.4,77.79,-4.35,
2020-2024,2020,2024,Lithuania,LT,LTU,LTU,0,incarceration,Foreign prison-population representation,ratio,5,96.88,,3.12,-93.77,0.03
2020-2024,2020,2024,Lithuania,LT,LTU,LTU,0,poverty,Poverty risk rate,percentage points,5,20.54,,27.28,6.74,
2020-2024,2020,2024,Lithuania,LT,LTU,LTU,0,temporary_contract,Temporary contract rate,percentage points,5,2.23,,,,
2020-2024,2020,2024,Luxembourg,LU,LUX,LUX,0,brain_waste,Highly educated employment rate,percentage points,5,75.95,80.47,71.31,-4.64,
2020-2024,2020,2024,Luxembourg,LU,LUX,LUX,0,incarceration,Foreign prison-population representation,ratio,5,25.02,,74.98,49.95,3.02
2020-2024,2020,2024,Luxembourg,LU,LUX,LUX,0,poverty,Poverty risk rate,percentage points,5,12.62,,19.08,6.46,
2020-2024,2020,2024,Luxembourg,LU,LUX,LUX,0,temporary_contract,Temporary contract rate,percentage points,5,12.66,12.12,13.87,1.21,
2020-2024,2020,2024,Latvia,LV,LVA,LVA,0,brain_waste,Highly educated employment rate,percentage points,5,81.35,89.11,66.69,-14.67,
2020-2024,2020,2024,Latvia,LV,LVA,LVA,0,incarceration,Foreign prison-population representation,ratio,5,96.75,,2.88,-93.87,0.03
2020-2024,2020,2024,Latvia,LV,LVA,LVA,0,poverty,Poverty risk rate,percentage points,5,21.04,,29.4,8.36,
2020-2024,2020,2024,Latvia,LV,LVA,LVA,0,temporary_contract,Temporary contract rate,percentage points,5,3.07,,3.0,0.02,
2020-2024,2020,2024,North Macedonia,MK,MKD,MKD,0,brain_waste,Highly educated employment rate,percentage points,5,73.07,88.64,73.29,-0.12,
2020-2024,2020,2024,North Macedonia,MK,MKD,MKD,0,incarceration,Foreign prison-population representation,ratio,3,91.59,,8.2,-83.39,0.09
2020-2024,2020,2024,North Macedonia,MK,MKD,MKD,0,poverty,Poverty risk rate,percentage points,4,22.48,,14.65,-7.83,
2020-2024,2020,2024,North Macedonia,MK,MKD,MKD,0,temporary_contract,Temporary contract rate,percentage points,5,19.84,39.16,22.5,2.57,
2020-2024,2020,2024,Malta,MT,MLT,MLT,0,brain_waste,Highly educated employment rate,percentage points,1,84.39,94.74,70.36,-14.03,
2020-2024,2020,2024,Malta,MT,MLT,MLT,0,incarceration,Foreign prison-population representation,ratio,5,47.34,,52.66,5.32,1.13
2020-2024,2020,2024,Malta,MT,MLT,MLT,0,poverty,Poverty risk rate,percentage points,5,15.12,,17.26,2.14,
2020-2024,2020,2024,Malta,MT,MLT,MLT,0,temporary_contract,Temporary contract rate,percentage points,1,6.01,22.77,18.23,12.22,
2020-2024,2020,2024,Montenegro,ME,MNE,MNE,0,brain_waste,Highly educated employment rate,percentage points,1,69.67,,,,
2020-2024,2020,2024,Montenegro,ME,MNE,MNE,0,incarceration,Foreign prison-population representation,ratio,5,83.78,,16.22,-67.55,0.19
2020-2024,2020,2024,Montenegro,ME,MNE,MNE,0,poverty,Poverty risk rate,percentage points,3,20.6,,6.3,-14.3,
2020-2024,2020,2024,Montenegro,ME,MNE,MNE,0,temporary_contract,Temporary contract rate,percentage points,1,34.2,,42.53,8.33,
2020-2024,2020,2024,Netherlands,NL,NLD,NLD,0,brain_waste,Highly educated employment rate,percentage points,5,82.25,81.63,65.02,-17.23,
2020-2024,2020,2024,Netherlands,NL,NLD,NLD,0,incarceration,Foreign prison-population representation,ratio,5,78.55,,21.45,-57.11,0.27
2020-2024,2020,2024,Netherlands,NL,NLD,NLD,0,poverty,Poverty risk rate,percentage points,5,11.0,,15.48,4.48,
2020-2024,2020,2024,Netherlands,NL,NLD,NLD,0,temporary_contract,Temporary contract rate,percentage points,5,26.3,32.94,45.01,18.71,
2020-2024,2020,2024,Norway,NO,NOR,NOR,0,brain_waste,Highly educated employment rate,percentage points,5,82.45,86.01,73.49,-8.95,
2020-2024,2020,2024,Norway,NO,NOR,NOR,0,incarceration,Foreign prison-population representation,ratio,5,73.75,,25.89,-47.87,0.35
2020-2024,2020,2024,Norway,NO,NOR,NOR,0,poverty,Poverty risk rate,percentage points,5,9.9,,11.74,1.84,
2020-2024,2020,2024,Norway,NO,NOR,NOR,0,temporary_contract,Temporary contract rate,percentage points,5,9.3,8.17,22.74,13.43,
2020-2024,2020,2024,Poland,PL,POL,POL,0,brain_waste,Highly educated employment rate,percentage points,5,80.64,92.26,84.09,3.44,
2020-2024,2020,2024,Poland,PL,POL,POL,0,incarceration,Foreign prison-population representation,ratio,5,97.27,,2.73,-94.54,0.03
2020-2024,2020,2024,Poland,PL,POL,POL,0,poverty,Poverty risk rate,percentage points,5,13.9,,12.38,-1.52,
2020-2024,2020,2024,Poland,PL,POL,POL,0,temporary_contract,Temporary contract rate,percentage points,5,20.23,,40.49,20.26,
2020-2024,2020,2024,Portugal,PT,PRT,PRT,0,brain_waste,Highly educated employment rate,percentage points,5,80.86,86.18,72.11,-8.75,
2020-2024,2020,2024,Portugal,PT,PRT,PRT,0,incarceration,Foreign prison-population representation,ratio,5,84.21,,15.79,-68.42,0.19
2020-2024,2020,2024,Portugal,PT,PRT,PRT,0,poverty,Poverty risk rate,percentage points,5,16.26,,15.24,-1.02,
2020-2024,2020,2024,Portugal,PT,PRT,PRT,0,temporary_contract,Temporary contract rate,percentage points,5,21.82,21.01,44.77,22.95,
2020-2024,2020,2024,Romania,RO,ROU,ROU,0,brain_waste,Highly educated employment rate,percentage points,5,79.52,,72.55,-7.45,
2020-2024,2020,2024,Romania,RO,ROU,ROU,0,incarceration,Foreign prison-population representation,ratio,5,98.95,,1.05,-97.89,0.01
2020-2024,2020,2024,Romania,RO,ROU,ROU,0,poverty,Poverty risk rate,percentage points,5,20.42,,,,
2020-2024,2020,2024,Romania,RO,ROU,ROU,0,temporary_contract,Temporary contract rate,percentage points,5,2.74,,,,
2020-2024,2020,2024,Serbia,RS,SRB,SRB,0,brain_waste,Highly educated employment rate,percentage points,5,73.57,97.34,69.32,-4.96,
2020-2024,2020,2024,Serbia,RS,SRB,SRB,0,incarceration,Foreign prison-population representation,ratio,5,95.59,,4.41,-91.18,0.05
2020-2024,2020,2024,Serbia,RS,SRB,SRB,0,poverty,Poverty risk rate,percentage points,5,20.58,,16.48,-4.1,
2020-2024,2020,2024,Serbia,RS,SRB,SRB,0,temporary_contract,Temporary contract rate,percentage points,5,25.12,,52.97,27.73,
2020-2024,2020,2024,Slovakia,SK,SVK,SVK,0,brain_waste,Highly educated employment rate,percentage points,5,77.63,,,,
2020-2024,2020,2024,Slovakia,SK,SVK,SVK,0,incarceration,Foreign prison-population representation,ratio,5,96.48,,3.72,-92.76,0.04
2020-2024,2020,2024,Slovakia,SK,SVK,SVK,0,poverty,Poverty risk rate,percentage points,5,13.32,,11.06,-2.26,
2020-2024,2020,2024,Slovakia,SK,SVK,SVK,0,temporary_contract,Temporary contract rate,percentage points,5,6.85,,,,
2020-2024,2020,2024,Slovenia,SI,SVN,SVN,0,brain_waste,Highly educated employment rate,percentage points,5,80.49,86.56,72.98,-7.5,
2020-2024,2020,2024,Slovenia,SI,SVN,SVN,0,incarceration,Foreign prison-population representation,ratio,5,65.66,,34.34,-31.32,0.54
2020-2024,2020,2024,Slovenia,SI,SVN,SVN,0,poverty,Poverty risk rate,percentage points,5,11.82,,19.94,8.12,
2020-2024,2020,2024,Slovenia,SI,SVN,SVN,0,temporary_contract,Temporary contract rate,percentage points,5,17.05,15.05,22.55,5.51,
2020-2024,2020,2024,Sweden,SE,SWE,SWE,0,brain_waste,Highly educated employment rate,percentage points,5,81.59,85.66,68.98,-12.61,
2020-2024,2020,2024,Sweden,SE,SWE,SWE,0,incarceration,Foreign prison-population representation,ratio,5,71.46,,23.0,-48.46,0.33
2020-2024,2020,2024,Sweden,SE,SWE,SWE,0,poverty,Poverty risk rate,percentage points,5,11.54,,17.78,6.24,
2020-2024,2020,2024,Sweden,SE,SWE,SWE,0,temporary_contract,Temporary contract rate,percentage points,5,17.39,20.49,36.49,19.1,
2020-2024,2020,2024,Turkey,TR,TUR,TUR,0,incarceration,Foreign prison-population representation,ratio,5,95.9,,4.09,-91.81,0.04
2020-2024,2020,2024,Turkey,TR,TUR,TUR,0,poverty,Poverty risk rate,percentage points,5,22.28,,7.06,-15.22,
2020-2024,2020,2024,Kosovo,XK,XKX,XKX,0,incarceration,Foreign prison-population representation,ratio,1,92.69,,7.31,-85.39,0.08
