YEAR,period,country,country_key,iso3,is_aggregate,sex,age,citizen_group,citizen_label,employment_rate_pct,obs_flag,conf_status
2019,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,69.7,,
2020,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,67.0,,
2021,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,68.4,b,
2022,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,71.6,,
2023,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,71.3,,
2024,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,71.6,,
2014,2014-2019,Estonia,EST,EST,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,75.1,,
2015,2014-2019,Estonia,EST,EST,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,80.2,,
2016,2014-2019,Estonia,EST,EST,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,78.0,,
2017,2014-2019,Estonia,EST,EST,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,80.7,,
2018,2014-2019,Estonia,EST,EST,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,79.5,,
2019,2014-2019,Estonia,EST,EST,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,81.7,,
2020,2020-2024,Estonia,EST,EST,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,78.8,,
2021,2020-2024,Estonia,EST,EST,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,78.1,b,
2022,2020-2024,Estonia,EST,EST,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,80.6,,
2023,2020-2024,Estonia,EST,EST,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,82.1,,
2024,2020-2024,Estonia,EST,EST,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,81.5,,
2014,2014-2019,Greece,GRC,GRC,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,59.8,,
2015,2014-2019,Greece,GRC,GRC,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,60.1,,
2016,2014-2019,Greece,GRC,GRC,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,64.9,,
2017,2014-2019,Greece,GRC,GRC,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,65.1,,
2018,2014-2019,Greece,GRC,GRC,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,68.3,,
2019,2014-2019,Greece,GRC,GRC,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,70.2,,
2020,2020-2024,Greece,GRC,GRC,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,67.7,,
2021,2020-2024,Greece,GRC,GRC,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,74.6,b,
2022,2020-2024,Greece,GRC,GRC,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,78.3,,
2023,2020-2024,Greece,GRC,GRC,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,82.1,,
2024,2020-2024,Greece,GRC,GRC,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,82.9,,
2014,2014-2019,Spain,ESP,ESP,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,52.4,,
2015,2014-2019,Spain,ESP,ESP,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,56.6,,
2016,2014-2019,Spain,ESP,ESP,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,61.7,,
2017,2014-2019,Spain,ESP,ESP,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,64.0,,
2018,2014-2019,Spain,ESP,ESP,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,65.5,,
2019,2014-2019,Spain,ESP,ESP,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,67.2,,
2020,2020-2024,Spain,ESP,ESP,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,61.0,,
2021,2020-2024,Spain,ESP,ESP,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,64.3,bd,
2022,2020-2024,Spain,ESP,ESP,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,67.4,d,
2023,2020-2024,Spain,ESP,ESP,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,68.6,d,
2024,2020-2024,Spain,ESP,ESP,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,69.1,d,
2014,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,62.5,,
2015,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,63.5,,
2016,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,63.6,,
2017,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,64.8,,
2018,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,67.4,,
2019,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,69.7,,
2020,2020-2024,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,67.1,,
2021,2020-2024,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,68.5,b,
2022,2020-2024,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,71.9,,
2023,2020-2024,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,71.9,,
2024,2020-2024,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,72.3,,
2014,2014-2019,Finland,FIN,FIN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,61.4,,
2015,2014-2019,Finland,FIN,FIN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,60.9,,
2016,2014-2019,Finland,FIN,FIN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,57.9,,
2017,2014-2019,Finland,FIN,FIN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,63.0,,
2018,2014-2019,Finland,FIN,FIN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,61.6,,
2019,2014-2019,Finland,FIN,FIN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,61.6,,
2020,2020-2024,Finland,FIN,FIN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,66.0,,
2021,2020-2024,Finland,FIN,FIN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,66.6,b,
2022,2020-2024,Finland,FIN,FIN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,70.6,,
2023,2020-2024,Finland,FIN,FIN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,67.8,,
2024,2020-2024,Finland,FIN,FIN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,67.8,,
2014,2014-2019,France,FRA,FRA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,58.8,b,
2015,2014-2019,France,FRA,FRA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,57.3,,
2016,2014-2019,France,FRA,FRA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,59.9,,
2017,2014-2019,France,FRA,FRA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,61.0,,
2018,2014-2019,France,FRA,FRA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,65.3,,
2019,2014-2019,France,FRA,FRA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,67.2,,
2020,2020-2024,France,FRA,FRA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,65.9,,
2021,2020-2024,France,FRA,FRA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,66.5,bd,
2022,2020-2024,France,FRA,FRA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,68.7,d,
2023,2020-2024,France,FRA,FRA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,67.0,d,
2024,2020-2024,France,FRA,FRA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,68.6,d,
2014,2014-2019,Croatia,HRV,HRV,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,45.2,u,
2017,2014-2019,Croatia,HRV,HRV,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,66.4,u,
2018,2014-2019,Croatia,HRV,HRV,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,71.4,u,
2020,2020-2024,Croatia,HRV,HRV,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,55.5,u,
2021,2020-2024,Croatia,HRV,HRV,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,62.7,bu,
2022,2020-2024,Croatia,HRV,HRV,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,93.0,u,
2023,2020-2024,Croatia,HRV,HRV,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,91.6,u,
2024,2020-2024,Croatia,HRV,HRV,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,96.6,u,
2014,2014-2019,Hungary,HUN,HUN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,93.3,u,
2015,2014-2019,Hungary,HUN,HUN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,78.9,u,
2016,2014-2019,Hungary,HUN,HUN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,66.5,,
2017,2014-2019,Hungary,HUN,HUN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,59.3,,
2018,2014-2019,Hungary,HUN,HUN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,59.1,b,
2019,2014-2019,Hungary,HUN,HUN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,71.2,,
2020,2020-2024,Hungary,HUN,HUN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,82.6,,
2021,2020-2024,Hungary,HUN,HUN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,73.6,b,
2022,2020-2024,Hungary,HUN,HUN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,69.7,,
2023,2020-2024,Hungary,HUN,HUN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,73.0,,
2024,2020-2024,Hungary,HUN,HUN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,64.5,,
2014,2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,65.2,,
2015,2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,67.4,,
2016,2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,71.6,,
2017,2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,73.1,b,
2018,2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,76.9,,
2019,2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,77.0,,
2020,2020-2024,Ireland,IRL,IRL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,76.3,,
2021,2020-2024,Ireland,IRL,IRL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,76.5,b,
2022,2020-2024,Ireland,IRL,IRL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,85.2,,
2023,2020-2024,Ireland,IRL,IRL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,83.9,,
2024,2020-2024,Ireland,IRL,IRL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,82.1,,
2014,2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,85.5,,
2015,2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,87.8,,
2016,2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,96.4,,
2017,2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,86.6,,
2018,2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,88.1,,
2019,2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,90.1,,
2020,2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,68.7,b,
2021,2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,79.1,b,
2022,2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,87.2,,
2023,2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,80.1,,
2024,2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,85.4,,
2014,2014-2019,Italy,ITA,ITA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,67.2,,
2015,2014-2019,Italy,ITA,ITA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,68.9,,
2016,2014-2019,Italy,ITA,ITA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,71.4,,
2017,2014-2019,Italy,ITA,ITA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,72.9,,
2018,2014-2019,Italy,ITA,ITA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,74.0,b,
2019,2014-2019,Italy,ITA,ITA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,74.7,,
2020,2020-2024,Italy,ITA,ITA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,72.7,,
2021,2020-2024,Italy,ITA,ITA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,71.9,b,
2022,2020-2024,Italy,ITA,ITA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,75.0,,
2023,2020-2024,Italy,ITA,ITA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,75.6,,
2024,2020-2024,Italy,ITA,ITA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,75.5,,
2014,2014-2019,Lithuania,LTU,LTU,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,72.3,u,
2015,2014-2019,Lithuania,LTU,LTU,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,75.5,u,
2016,2014-2019,Lithuania,LTU,LTU,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,78.2,u,
2017,2014-2019,Lithuania,LTU,LTU,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,71.8,u,
2018,2014-2019,Lithuania,LTU,LTU,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,77.8,,
2019,2014-2019,Lithuania,LTU,LTU,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,81.4,,
2020,2020-2024,Lithuania,LTU,LTU,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,87.1,,
2021,2020-2024,Lithuania,LTU,LTU,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,77.1,b,
2022,2020-2024,Lithuania,LTU,LTU,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,77.7,,
2023,2020-2024,Lithuania,LTU,LTU,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,83.5,,
2024,2020-2024,Lithuania,LTU,LTU,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,85.0,,
2014,2014-2019,Luxembourg,LUX,LUX,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,71.9,,
2015,2014-2019,Luxembourg,LUX,LUX,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,71.2,b,
2016,2014-2019,Luxembourg,LUX,LUX,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,64.1,,
2017,2014-2019,Luxembourg,LUX,LUX,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,64.8,,
2018,2014-2019,Luxembourg,LUX,LUX,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,64.3,,
2019,2014-2019,Luxembourg,LUX,LUX,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,77.8,,
2020,2020-2024,Luxembourg,LUX,LUX,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,76.6,,
2021,2020-2024,Luxembourg,LUX,LUX,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,77.0,b,
2022,2020-2024,Luxembourg,LUX,LUX,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,79.5,,
2023,2020-2024,Luxembourg,LUX,LUX,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,75.9,,
2024,2020-2024,Luxembourg,LUX,LUX,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,75.4,,
2014,2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,69.5,,
2015,2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,72.6,,
2016,2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,74.5,,
2017,2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,75.3,,
2018,2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,76.6,,
2019,2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,77.5,,
2020,2020-2024,Latvia,LVA,LVA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,79.6,,
2021,2020-2024,Latvia,LVA,LVA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,75.1,b,
2022,2020-2024,Latvia,LVA,LVA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,77.6,,
2023,2020-2024,Latvia,LVA,LVA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,79.4,,
2024,2020-2024,Latvia,LVA,LVA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,74.7,,
2014,2014-2019,Montenegro,MNE,MNE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,61.0,,
2015,2014-2019,Montenegro,MNE,MNE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,70.2,,
2016,2014-2019,Montenegro,MNE,MNE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,68.3,,
2017,2014-2019,Montenegro,MNE,MNE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,68.3,,
2018,2014-2019,Montenegro,MNE,MNE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,70.1,,
2019,2014-2019,Montenegro,MNE,MNE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,76.3,,
2020,2020-2024,Montenegro,MNE,MNE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,55.6,,
2021,2020-2024,North Macedonia,MKD,MKD,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,66.2,b,
2022,2020-2024,North Macedonia,MKD,MKD,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,53.0,u,
2023,2020-2024,North Macedonia,MKD,MKD,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,52.1,,
2024,2020-2024,North Macedonia,MKD,MKD,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,64.0,,
2014,2014-2019,Malta,MLT,MLT,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,86.7,,
2015,2014-2019,Malta,MLT,MLT,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,91.4,,
2016,2014-2019,Malta,MLT,MLT,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,83.0,,
2017,2014-2019,Malta,MLT,MLT,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,84.1,,
2018,2014-2019,Malta,MLT,MLT,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,79.5,,
2019,2014-2019,Malta,MLT,MLT,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,83.0,,
2020,2020-2024,Malta,MLT,MLT,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,77.6,,
2014,2014-2019,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,62.2,,
2015,2014-2019,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,63.4,,
2016,2014-2019,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,63.3,,
2017,2014-2019,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,63.3,,
2018,2014-2019,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,66.0,,
2019,2014-2019,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,70.7,,
2020,2020-2024,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,64.5,,
2021,2020-2024,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,66.9,b,
2022,2020-2024,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,72.3,,
2023,2020-2024,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,70.4,,
2024,2020-2024,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,70.2,,
2014,2014-2019,Norway,NOR,NOR,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,66.4,,
2015,2014-2019,Norway,NOR,NOR,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,64.7,,
2016,2014-2019,Norway,NOR,NOR,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,63.1,,
2017,2014-2019,Norway,NOR,NOR,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,62.1,,
2018,2014-2019,Norway,NOR,NOR,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,63.2,,
2019,2014-2019,Norway,NOR,NOR,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,63.0,,
2020,2020-2024,Norway,NOR,NOR,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,65.4,,
2021,2020-2024,Norway,NOR,NOR,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,72.7,b,
2022,2020-2024,Norway,NOR,NOR,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,74.0,,
2023,2020-2024,Norway,NOR,NOR,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,70.2,,
2024,2020-2024,Norway,NOR,NOR,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,73.0,,
2014,2014-2019,Poland,POL,POL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,70.8,u,
2015,2014-2019,Poland,POL,POL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,70.1,,
2016,2014-2019,Poland,POL,POL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,73.7,,
2017,2014-2019,Poland,POL,POL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,76.3,,
2018,2014-2019,Poland,POL,POL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,78.0,,
2019,2014-2019,Poland,POL,POL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,84.1,b,
2020,2020-2024,Poland,POL,POL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,88.3,,
2021,2020-2024,Poland,POL,POL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,88.9,b,
2022,2020-2024,Poland,POL,POL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,88.8,,
2023,2020-2024,Poland,POL,POL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,88.8,,
2024,2020-2024,Poland,POL,POL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,88.7,,
2014,2014-2019,Portugal,PRT,PRT,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,59.8,,
2015,2014-2019,Portugal,PRT,PRT,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,67.1,,
2016,2014-2019,Portugal,PRT,PRT,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,68.2,,
2017,2014-2019,Portugal,PRT,PRT,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,72.6,,
2018,2014-2019,Portugal,PRT,PRT,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,77.5,,
2019,2014-2019,Portugal,PRT,PRT,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,78.6,,
2020,2020-2024,Portugal,PRT,PRT,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,74.8,,
2021,2020-2024,Portugal,PRT,PRT,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,88.1,b,
2022,2020-2024,Portugal,PRT,PRT,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,81.1,,
2023,2020-2024,Portugal,PRT,PRT,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,82.9,,
2024,2020-2024,Portugal,PRT,PRT,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,78.3,,
2021,2020-2024,Romania,ROU,ROU,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,73.3,bu,
2023,2020-2024,Romania,ROU,ROU,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,81.2,u,
2024,2020-2024,Romania,ROU,ROU,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,88.3,,
2014,2014-2019,Serbia,SRB,SRB,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,39.2,bu,
2015,2014-2019,Serbia,SRB,SRB,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,61.9,u,
2016,2014-2019,Serbia,SRB,SRB,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,47.3,u,
2018,2014-2019,Serbia,SRB,SRB,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,48.3,u,
2021,2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,40.8,bu,
2022,2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,54.1,u,
2023,2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,83.8,,
2024,2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,80.0,,
2014,2014-2019,Sweden,SWE,SWE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,58.1,,
2015,2014-2019,Sweden,SWE,SWE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,54.8,,
2016,2014-2019,Sweden,SWE,SWE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,56.9,,
