YEAR,period,country,country_key,iso3,is_aggregate,sex,age,citizen_group,citizen_label,employment_rate_pct,obs_flag,conf_status
2017,2014-2019,Sweden,SWE,SWE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,61.0,,
2018,2014-2019,Sweden,SWE,SWE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,57.9,b,
2019,2014-2019,Sweden,SWE,SWE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,63.3,,
2020,2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,58.8,,
2021,2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,61.9,b,
2022,2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,72.7,,
2023,2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,73.3,,
2024,2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,73.3,,
2014,2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,75.7,,
2015,2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,84.3,,
2016,2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,82.8,,
2017,2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,83.4,,
2018,2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,82.3,,
2019,2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,86.3,,
2020,2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,88.5,,
2021,2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,84.3,b,
2022,2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,86.1,,
2023,2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,88.2,,
2024,2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,86.5,,
2014,2014-2019,United Kingdom,GBR,GBR,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,72.4,,
2015,2014-2019,United Kingdom,GBR,GBR,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,72.5,,
2016,2014-2019,United Kingdom,GBR,GBR,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,73.5,,
2017,2014-2019,United Kingdom,GBR,GBR,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,73.7,,
2018,2014-2019,United Kingdom,GBR,GBR,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,76.1,,
2019,2014-2019,United Kingdom,GBR,GBR,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,77.1,,
2023,2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 59 years,no_response,No response,55.5,u,
2017,2014-2019,Denmark,DNK,DNK,0,Males,From 15 to 59 years,no_response,No response,48.8,bu,
2018,2014-2019,Denmark,DNK,DNK,0,Males,From 15 to 59 years,no_response,No response,51.0,u,
2019,2014-2019,Denmark,DNK,DNK,0,Males,From 15 to 59 years,no_response,No response,63.2,u,
2020,2020-2024,Denmark,DNK,DNK,0,Males,From 15 to 59 years,no_response,No response,58.5,u,
2014,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,no_response,No response,66.2,,
2015,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,no_response,No response,62.8,,
2016,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,no_response,No response,61.2,,
2017,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,no_response,No response,64.0,,
2018,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,no_response,No response,64.0,,
2019,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,no_response,No response,69.2,,
2020,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,no_response,No response,67.2,,
2021,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,no_response,No response,59.3,bu,
2022,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,no_response,No response,60.8,u,
2020,2020-2024,Greece,GRC,GRC,0,Males,From 15 to 59 years,no_response,No response,80.3,u,
2022,2020-2024,Greece,GRC,GRC,0,Males,From 15 to 59 years,no_response,No response,62.4,u,
2014,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,no_response,No response,63.0,,
2015,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,no_response,No response,60.2,,
2016,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,no_response,No response,58.3,,
2017,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,no_response,No response,60.3,,
2018,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,no_response,No response,62.0,,
2019,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,no_response,No response,66.6,,
2020,2020-2024,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,no_response,No response,65.0,,
2021,2020-2024,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,no_response,No response,59.2,bu,
2022,2020-2024,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,no_response,No response,60.2,u,
2014,2014-2019,France,FRA,FRA,0,Males,From 15 to 59 years,no_response,No response,55.3,bu,
2015,2014-2019,France,FRA,FRA,0,Males,From 15 to 59 years,no_response,No response,37.6,u,
2016,2014-2019,France,FRA,FRA,0,Males,From 15 to 59 years,no_response,No response,35.6,u,
2017,2014-2019,France,FRA,FRA,0,Males,From 15 to 59 years,no_response,No response,35.9,u,
2018,2014-2019,France,FRA,FRA,0,Males,From 15 to 59 years,no_response,No response,44.5,u,
2019,2014-2019,France,FRA,FRA,0,Males,From 15 to 59 years,no_response,No response,60.1,,
2020,2020-2024,France,FRA,FRA,0,Males,From 15 to 59 years,no_response,No response,60.3,,
2021,2020-2024,France,FRA,FRA,0,Males,From 15 to 59 years,no_response,No response,49.1,bdu,
2017,2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 59 years,no_response,No response,79.6,b,
2014,2014-2019,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,no_response,No response,69.3,,
2015,2014-2019,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,no_response,No response,72.3,,
2016,2014-2019,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,no_response,No response,68.8,,
2017,2014-2019,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,no_response,No response,72.8,,
2018,2014-2019,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,no_response,No response,72.0,,
2019,2014-2019,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,no_response,No response,72.6,,
2020,2020-2024,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,no_response,No response,69.0,,
2021,2020-2024,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,no_response,No response,68.3,b,
2022,2020-2024,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,no_response,No response,56.0,,
2023,2020-2024,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,no_response,No response,54.9,,
2024,2020-2024,Netherlands,NLD,NLD,0,Males,From 15 to 59 years,no_response,No response,54.9,,
2014,2014-2019,Norway,NOR,NOR,0,Males,From 15 to 59 years,no_response,No response,68.1,u,
2015,2014-2019,Norway,NOR,NOR,0,Males,From 15 to 59 years,no_response,No response,52.2,u,
2023,2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 59 years,no_response,No response,73.0,u,
2014,2014-2019,Sweden,SWE,SWE,0,Males,From 15 to 59 years,no_response,No response,32.6,u,
2015,2014-2019,Sweden,SWE,SWE,0,Males,From 15 to 59 years,no_response,No response,42.3,,
2016,2014-2019,Sweden,SWE,SWE,0,Males,From 15 to 59 years,no_response,No response,39.1,,
2017,2014-2019,Sweden,SWE,SWE,0,Males,From 15 to 59 years,no_response,No response,37.5,,
2018,2014-2019,Sweden,SWE,SWE,0,Males,From 15 to 59 years,no_response,No response,52.0,b,
2019,2014-2019,Sweden,SWE,SWE,0,Males,From 15 to 59 years,no_response,No response,49.0,u,
2020,2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 59 years,no_response,No response,51.9,,
2014,2014-2019,Türkiye,TUR,TUR,0,Males,From 15 to 59 years,no_response,No response,71.2,b,
2015,2014-2019,Türkiye,TUR,TUR,0,Males,From 15 to 59 years,no_response,No response,71.7,,
2016,2014-2019,Türkiye,TUR,TUR,0,Males,From 15 to 59 years,no_response,No response,71.8,,
2017,2014-2019,Türkiye,TUR,TUR,0,Males,From 15 to 59 years,no_response,No response,72.5,,
2018,2014-2019,Türkiye,TUR,TUR,0,Males,From 15 to 59 years,no_response,No response,72.7,,
2019,2014-2019,Türkiye,TUR,TUR,0,Males,From 15 to 59 years,no_response,No response,70.1,,
2020,2020-2024,Türkiye,TUR,TUR,0,Males,From 15 to 59 years,no_response,No response,67.0,,
2021,2020-2024,Türkiye,TUR,TUR,0,Males,From 15 to 59 years,no_response,No response,70.4,b,
2022,2020-2024,Türkiye,TUR,TUR,0,Males,From 15 to 59 years,no_response,No response,73.0,,
2023,2020-2024,Türkiye,TUR,TUR,0,Males,From 15 to 59 years,no_response,No response,74.0,,
2024,2020-2024,Türkiye,TUR,TUR,0,Males,From 15 to 59 years,no_response,No response,75.1,,
2024,2020-2024,Austria,AUT,AUT,0,Males,From 15 to 59 years,stateless,Stateless,69.5,u,
2014,2014-2019,Belgium,BEL,BEL,0,Males,From 15 to 59 years,stateless,Stateless,36.4,u,
2015,2014-2019,Belgium,BEL,BEL,0,Males,From 15 to 59 years,stateless,Stateless,35.9,u,
2016,2014-2019,Belgium,BEL,BEL,0,Males,From 15 to 59 years,stateless,Stateless,38.6,,
2014,2014-2019,Czechia,CZE,CZE,0,Males,From 15 to 59 years,stateless,Stateless,100.0,u,
2016,2014-2019,Czechia,CZE,CZE,0,Males,From 15 to 59 years,stateless,Stateless,100.0,u,
2017,2014-2019,Czechia,CZE,CZE,0,Males,From 15 to 59 years,stateless,Stateless,76.4,u,
2018,2014-2019,Czechia,CZE,CZE,0,Males,From 15 to 59 years,stateless,Stateless,94.6,u,
2019,2014-2019,Czechia,CZE,CZE,0,Males,From 15 to 59 years,stateless,Stateless,100.0,u,
2014,2014-2019,Germany,DEU,DEU,0,Males,From 15 to 59 years,stateless,Stateless,45.1,,
2016,2014-2019,Germany,DEU,DEU,0,Males,From 15 to 59 years,stateless,Stateless,40.0,,
2017,2014-2019,Germany,DEU,DEU,0,Males,From 15 to 59 years,stateless,Stateless,46.1,,
2018,2014-2019,Germany,DEU,DEU,0,Males,From 15 to 59 years,stateless,Stateless,56.2,,
2019,2014-2019,Germany,DEU,DEU,0,Males,From 15 to 59 years,stateless,Stateless,53.6,,
2021,2020-2024,Germany,DEU,DEU,0,Males,From 15 to 59 years,stateless,Stateless,49.8,bu,
2022,2020-2024,Germany,DEU,DEU,0,Males,From 15 to 59 years,stateless,Stateless,56.5,u,
2023,2020-2024,Germany,DEU,DEU,0,Males,From 15 to 59 years,stateless,Stateless,55.3,u,
2024,2020-2024,Germany,DEU,DEU,0,Males,From 15 to 59 years,stateless,Stateless,52.2,u,
2014,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,stateless,Stateless,50.1,,
2015,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,stateless,Stateless,44.5,,
2016,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,stateless,Stateless,51.2,,
2017,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,stateless,Stateless,45.4,,
2018,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,stateless,Stateless,52.0,,
2019,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,stateless,Stateless,53.1,,
2021,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,stateless,Stateless,50.1,bu,
2022,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,stateless,Stateless,55.5,u,
2023,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,stateless,Stateless,55.9,,
2024,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,stateless,Stateless,58.7,,
2020,2020-2024,Spain,ESP,ESP,0,Males,From 15 to 59 years,stateless,Stateless,100.0,u,
2014,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,stateless,Stateless,51.9,,
2015,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,stateless,Stateless,45.3,u,
2016,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,stateless,Stateless,52.0,,
2017,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,stateless,Stateless,47.6,u,
2018,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,stateless,Stateless,55.4,u,
2019,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,stateless,Stateless,54.9,u,
2020,2020-2024,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,stateless,Stateless,62.9,u,
2021,2020-2024,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,stateless,Stateless,49.8,b,
2022,2020-2024,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,stateless,Stateless,54.9,,
2023,2020-2024,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,stateless,Stateless,55.9,,
2024,2020-2024,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,stateless,Stateless,58.6,,
2024,2020-2024,Latvia,LVA,LVA,0,Males,From 15 to 59 years,stateless,Stateless,80.2,,
2014,2014-2019,Malta,MLT,MLT,0,Males,From 15 to 59 years,stateless,Stateless,86.7,,
2015,2014-2019,Malta,MLT,MLT,0,Males,From 15 to 59 years,stateless,Stateless,85.3,,
2016,2014-2019,Malta,MLT,MLT,0,Males,From 15 to 59 years,stateless,Stateless,90.4,,
2018,2014-2019,Malta,MLT,MLT,0,Males,From 15 to 59 years,stateless,Stateless,92.4,,
2014,2014-2019,United Kingdom,GBR,GBR,0,Males,From 15 to 59 years,stateless,Stateless,58.9,u,
2014,2014-2019,Austria,AUT,AUT,0,Males,From 15 to 59 years,total,Total,79.0,,
2015,2014-2019,Austria,AUT,AUT,0,Males,From 15 to 59 years,total,Total,79.0,,
2016,2014-2019,Austria,AUT,AUT,0,Males,From 15 to 59 years,total,Total,78.9,,
2017,2014-2019,Austria,AUT,AUT,0,Males,From 15 to 59 years,total,Total,79.7,,
2018,2014-2019,Austria,AUT,AUT,0,Males,From 15 to 59 years,total,Total,80.7,,
2019,2014-2019,Austria,AUT,AUT,0,Males,From 15 to 59 years,total,Total,81.5,,
2020,2020-2024,Austria,AUT,AUT,0,Males,From 15 to 59 years,total,Total,80.0,,
2021,2020-2024,Austria,AUT,AUT,0,Males,From 15 to 59 years,total,Total,80.3,b,
2022,2020-2024,Austria,AUT,AUT,0,Males,From 15 to 59 years,total,Total,81.8,,
2023,2020-2024,Austria,AUT,AUT,0,Males,From 15 to 59 years,total,Total,81.5,,
2024,2020-2024,Austria,AUT,AUT,0,Males,From 15 to 59 years,total,Total,81.1,,
2021,2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 59 years,total,Total,64.0,b,
2022,2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 59 years,total,Total,65.7,,
2023,2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 59 years,total,Total,67.3,,
2024,2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 59 years,total,Total,69.4,,
2014,2014-2019,Belgium,BEL,BEL,0,Males,From 15 to 59 years,total,Total,69.5,,
2015,2014-2019,Belgium,BEL,BEL,0,Males,From 15 to 59 years,total,Total,69.2,,
2016,2014-2019,Belgium,BEL,BEL,0,Males,From 15 to 59 years,total,Total,70.1,,
2017,2014-2019,Belgium,BEL,BEL,0,Males,From 15 to 59 years,total,Total,71.1,b,
2018,2014-2019,Belgium,BEL,BEL,0,Males,From 15 to 59 years,total,Total,71.7,,
2019,2014-2019,Belgium,BEL,BEL,0,Males,From 15 to 59 years,total,Total,72.1,,
2020,2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 59 years,total,Total,71.5,,
2021,2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 59 years,total,Total,71.7,b,
2022,2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 59 years,total,Total,72.8,,
2023,2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 59 years,total,Total,72.8,,
2024,2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 59 years,total,Total,72.6,,
2014,2014-2019,Bulgaria,BGR,BGR,0,Males,From 15 to 59 years,total,Total,66.0,,
2015,2014-2019,Bulgaria,BGR,BGR,0,Males,From 15 to 59 years,total,Total,68.1,,
2016,2014-2019,Bulgaria,BGR,BGR,0,Males,From 15 to 59 years,total,Total,68.7,,
2017,2014-2019,Bulgaria,BGR,BGR,0,Males,From 15 to 59 years,total,Total,72.5,,
2018,2014-2019,Bulgaria,BGR,BGR,0,Males,From 15 to 59 years,total,Total,73.1,,
2019,2014-2019,Bulgaria,BGR,BGR,0,Males,From 15 to 59 years,total,Total,76.0,b,
2020,2020-2024,Bulgaria,BGR,BGR,0,Males,From 15 to 59 years,total,Total,74.3,,
2021,2020-2024,Bulgaria,BGR,BGR,0,Males,From 15 to 59 years,total,Total,73.5,b,
2022,2020-2024,Bulgaria,BGR,BGR,0,Males,From 15 to 59 years,total,Total,74.9,,
2023,2020-2024,Bulgaria,BGR,BGR,0,Males,From 15 to 59 years,total,Total,74.6,,
2024,2020-2024,Bulgaria,BGR,BGR,0,Males,From 15 to 59 years,total,Total,75.0,b,
2014,2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,total,Total,85.0,,
2015,2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,total,Total,85.2,,
2016,2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,total,Total,85.3,,
2017,2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,total,Total,85.8,,
2018,2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,total,Total,86.0,,
2019,2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,total,Total,85.9,,
2020,2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,total,Total,85.3,,
2021,2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,total,Total,84.9,b,
2022,2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,total,Total,85.4,,
2023,2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,total,Total,85.6,,
2024,2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,total,Total,84.8,,
2014,2014-2019,Cyprus,CYP,CYP,0,Males,From 15 to 59 years,total,Total,68.1,,
2015,2014-2019,Cyprus,CYP,CYP,0,Males,From 15 to 59 years,total,Total,68.5,,
2016,2014-2019,Cyprus,CYP,CYP,0,Males,From 15 to 59 years,total,Total,70.3,,
2017,2014-2019,Cyprus,CYP,CYP,0,Males,From 15 to 59 years,total,Total,71.4,,
2018,2014-2019,Cyprus,CYP,CYP,0,Males,From 15 to 59 years,total,Total,74.5,,
2019,2014-2019,Cyprus,CYP,CYP,0,Males,From 15 to 59 years,total,Total,78.0,,
2020,2020-2024,Cyprus,CYP,CYP,0,Males,From 15 to 59 years,total,Total,78.2,,
2021,2020-2024,Cyprus,CYP,CYP,0,Males,From 15 to 59 years,total,Total,78.6,b,
2022,2020-2024,Cyprus,CYP,CYP,0,Males,From 15 to 59 years,total,Total,80.1,,
2023,2020-2024,Cyprus,CYP,CYP,0,Males,From 15 to 59 years,total,Total,80.4,,
2024,2020-2024,Cyprus,CYP,CYP,0,Males,From 15 to 59 years,total,Total,81.1,,
2014,2014-2019,Czechia,CZE,CZE,0,Males,From 15 to 59 years,total,Total,80.4,,
2015,2014-2019,Czechia,CZE,CZE,0,Males,From 15 to 59 years,total,Total,81.1,,
2016,2014-2019,Czechia,CZE,CZE,0,Males,From 15 to 59 years,total,Total,82.2,,
2017,2014-2019,Czechia,CZE,CZE,0,Males,From 15 to 59 years,total,Total,83.4,,
2018,2014-2019,Czechia,CZE,CZE,0,Males,From 15 to 59 years,total,Total,84.1,,
2019,2014-2019,Czechia,CZE,CZE,0,Males,From 15 to 59 years,total,Total,84.1,,
2020,2020-2024,Czechia,CZE,CZE,0,Males,From 15 to 59 years,total,Total,83.4,,
2021,2020-2024,Czechia,CZE,CZE,0,Males,From 15 to 59 years,total,Total,83.1,b,
2022,2020-2024,Czechia,CZE,CZE,0,Males,From 15 to 59 years,total,Total,83.7,,
2023,2020-2024,Czechia,CZE,CZE,0,Males,From 15 to 59 years,total,Total,82.9,,
2024,2020-2024,Czechia,CZE,CZE,0,Males,From 15 to 59 years,total,Total,82.1,,
2014,2014-2019,Germany,DEU,DEU,0,Males,From 15 to 59 years,total,Total,80.0,,
2015,2014-2019,Germany,DEU,DEU,0,Males,From 15 to 59 years,total,Total,79.9,,
2016,2014-2019,Germany,DEU,DEU,0,Males,From 15 to 59 years,total,Total,80.2,,
2017,2014-2019,Germany,DEU,DEU,0,Males,From 15 to 59 years,total,Total,80.5,,
2018,2014-2019,Germany,DEU,DEU,0,Males,From 15 to 59 years,total,Total,81.2,,
2019,2014-2019,Germany,DEU,DEU,0,Males,From 15 to 59 years,total,Total,82.0,,
2020,2020-2024,Germany,DEU,DEU,0,Males,From 15 to 59 years,total,Total,80.6,b,
2021,2020-2024,Germany,DEU,DEU,0,Males,From 15 to 59 years,total,Total,81.0,b,
2022,2020-2024,Germany,DEU,DEU,0,Males,From 15 to 59 years,total,Total,82.2,,
2023,2020-2024,Germany,DEU,DEU,0,Males,From 15 to 59 years,total,Total,82.3,,
2024,2020-2024,Germany,DEU,DEU,0,Males,From 15 to 59 years,total,Total,82.1,,
2014,2014-2019,Denmark,DNK,DNK,0,Males,From 15 to 59 years,total,Total,76.3,,
2015,2014-2019,Denmark,DNK,DNK,0,Males,From 15 to 59 years,total,Total,77.3,,
2016,2014-2019,Denmark,DNK,DNK,0,Males,From 15 to 59 years,total,Total,77.3,b,
2017,2014-2019,Denmark,DNK,DNK,0,Males,From 15 to 59 years,total,Total,77.4,b,
2018,2014-2019,Denmark,DNK,DNK,0,Males,From 15 to 59 years,total,Total,78.2,,
2019,2014-2019,Denmark,DNK,DNK,0,Males,From 15 to 59 years,total,Total,79.1,,
2020,2020-2024,Denmark,DNK,DNK,0,Males,From 15 to 59 years,total,Total,78.3,,
2021,2020-2024,Denmark,DNK,DNK,0,Males,From 15 to 59 years,total,Total,79.4,b,
2022,2020-2024,Denmark,DNK,DNK,0,Males,From 15 to 59 years,total,Total,80.0,,
2023,2020-2024,Denmark,DNK,DNK,0,Males,From 15 to 59 years,total,Total,79.7,b,
2024,2020-2024,Denmark,DNK,DNK,0,Males,From 15 to 59 years,total,Total,80.6,,
2014,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,total,Total,71.4,,
2015,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,total,Total,72.0,,
2016,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,total,Total,72.8,,
2017,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,total,Total,73.8,,
2018,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,total,Total,74.7,,
2019,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,total,Total,75.3,,
2020,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,total,Total,74.0,,
2021,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,total,Total,74.7,b,
2022,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,total,Total,76.3,,
2023,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,total,Total,76.6,,
2024,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,total,Total,76.7,,
2014,2014-2019,Estonia,EST,EST,0,Males,From 15 to 59 years,total,Total,74.4,,
2015,2014-2019,Estonia,EST,EST,0,Males,From 15 to 59 years,total,Total,76.8,,
2016,2014-2019,Estonia,EST,EST,0,Males,From 15 to 59 years,total,Total,77.1,,
2017,2014-2019,Estonia,EST,EST,0,Males,From 15 to 59 years,total,Total,78.4,,
2018,2014-2019,Estonia,EST,EST,0,Males,From 15 to 59 years,total,Total,79.5,,
2019,2014-2019,Estonia,EST,EST,0,Males,From 15 to 59 years,total,Total,79.5,,
2020,2020-2024,Estonia,EST,EST,0,Males,From 15 to 59 years,total,Total,77.4,,
2021,2020-2024,Estonia,EST,EST,0,Males,From 15 to 59 years,total,Total,76.7,b,
2022,2020-2024,Estonia,EST,EST,0,Males,From 15 to 59 years,total,Total,78.9,,
2023,2020-2024,Estonia,EST,EST,0,Males,From 15 to 59 years,total,Total,78.3,,
2024,2020-2024,Estonia,EST,EST,0,Males,From 15 to 59 years,total,Total,77.3,,
