period,country,country_key,iso3,is_aggregate,sex,age,citizen_group,citizen_label,employment_rate_pct,years_observed
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 24 years,total,Total,42.660000000000004,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,56.6,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,65.66,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 29 years,foreign_country,Foreign-country citizens,43.08,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 29 years,non_eu,Non-EU27 citizens,36.28,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 29 years,reporting_country,Reporting-country citizens,56.339999999999996,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 29 years,total,Total,54.96,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,69.28,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,78.03999999999999,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 39 years,foreign_country,Foreign-country citizens,51.879999999999995,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 39 years,non_eu,Non-EU27 citizens,42.3,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 39 years,reporting_country,Reporting-country citizens,68.94,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 39 years,total,Total,66.82000000000001,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 59 years,eu27_total,EU27 citizens,77.58000000000001,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,77.98,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,53.8,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 59 years,no_response,No response,36.7,1
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,43.019999999999996,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,77.6,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 59 years,total,Total,75.17999999999999,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,76.54,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,76.88,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,53.739999999999995,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 64 years,no_response,No response,36.7,1
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,43.080000000000005,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 64 years,reporting_country,Reporting-country citizens,76.53999999999999,5
2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 64 years,total,Total,74.38,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,41.519999999999996,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,42.2,2
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 24 years,foreign_country,Foreign-country citizens,49.620000000000005,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 24 years,non_eu,Non-EU27 citizens,52.6,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 24 years,reporting_country,Reporting-country citizens,41.67999999999999,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 24 years,total,Total,42.42,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,55.64,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,62.720000000000006,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 29 years,foreign_country,Foreign-country citizens,61.82000000000001,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,61.67999999999999,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 29 years,reporting_country,Reporting-country citizens,55.52,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 29 years,total,Total,56.120000000000005,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,70.86,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,80.5,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,71.54,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 39 years,no_response,No response,59.8,1
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,68.8,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 39 years,reporting_country,Reporting-country citizens,70.58000000000001,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 39 years,total,Total,70.6,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,79.82,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,83.16,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,72.34,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 59 years,no_response,No response,51.9,1
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,68.0,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 59 years,reporting_country,Reporting-country citizens,79.7,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 59 years,total,Total,78.86,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,79.05999999999999,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,82.88,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,71.96000000000001,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 64 years,no_response,No response,50.1,1
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,67.42,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 64 years,reporting_country,Reporting-country citizens,78.94,5
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 64 years,stateless,Stateless,46.8,1
2020-2024,Sweden,SWE,SWE,0,Males,From 15 to 64 years,total,Total,78.17999999999999,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,42.559999999999995,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,37.02,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 24 years,foreign_country,Foreign-country citizens,41.60000000000001,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 24 years,non_eu,Non-EU27 citizens,42.559999999999995,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,42.64,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 24 years,total,Total,42.52,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,56.08,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,64.28,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,53.260000000000005,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 29 years,no_response,No response,54.0,1
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,50.52,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 29 years,reporting_country,Reporting-country citizens,55.9,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 29 years,total,Total,55.56,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,70.08000000000001,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,79.2,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,62.14,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 39 years,no_response,No response,50.7,1
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,56.36,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 39 years,reporting_country,Reporting-country citizens,69.78,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 39 years,stateless,Stateless,43.1,1
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 39 years,total,Total,68.74,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,78.74,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,80.6,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,63.6,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 59 years,no_response,No response,45.2,1
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,56.260000000000005,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 59 years,reporting_country,Reporting-country citizens,78.67999999999999,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 59 years,stateless,Stateless,42.49999999999999,3
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 59 years,total,Total,77.08,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,77.82000000000001,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,79.94,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,63.38000000000001,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 64 years,no_response,No response,44.4,1
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,56.0,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 64 years,reporting_country,Reporting-country citizens,77.76000000000002,5
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 64 years,stateless,Stateless,42.46666666666666,3
2020-2024,Sweden,SWE,SWE,0,Total,From 15 to 64 years,total,Total,76.34,5
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,63.199999999999996,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,56.71666666666667,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,foreign_country,Foreign-country citizens,55.48333333333334,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,non_eu,Non-EU27 citizens,54.166666666666664,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,reporting_country,Reporting-country citizens,64.08333333333333,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,total,Total,62.35,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,72.48333333333333,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,72.06666666666668,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 29 years,foreign_country,Foreign-country citizens,63.70000000000001,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 29 years,non_eu,Non-EU27 citizens,53.18333333333334,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 29 years,reporting_country,Reporting-country citizens,72.55000000000001,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 29 years,total,Total,70.43333333333334,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,77.86666666666666,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,77.86666666666666,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 39 years,foreign_country,Foreign-country citizens,68.7,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 39 years,non_eu,Non-EU27 citizens,55.28333333333334,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 39 years,reporting_country,Reporting-country citizens,77.86666666666666,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 39 years,total,Total,75.1,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,eu27_total,EU27 citizens,80.08333333333333,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,78.16666666666667,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,69.3,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,55.0,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,80.53333333333333,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,total,Total,77.48333333333333,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,77.56666666666666,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,76.7,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,67.96666666666667,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,53.78333333333333,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 64 years,reporting_country,Reporting-country citizens,77.78333333333332,6
2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 64 years,total,Total,75.23333333333333,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,62.21666666666667,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,59.28333333333333,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 24 years,foreign_country,Foreign-country citizens,59.416666666666664,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 24 years,non_eu,Non-EU27 citizens,59.70000000000001,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 24 years,reporting_country,Reporting-country citizens,62.699999999999996,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 24 years,total,Total,62.01666666666667,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,71.91666666666667,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,74.58333333333333,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 29 years,foreign_country,Foreign-country citizens,73.01666666666667,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,70.51666666666667,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 29 years,reporting_country,Reporting-country citizens,71.38333333333333,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 29 years,total,Total,71.8,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,81.25,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,85.08333333333333,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,82.64999999999999,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,78.14999999999999,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 39 years,reporting_country,Reporting-country citizens,80.11666666666666,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 39 years,total,Total,80.88333333333334,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,86.33333333333333,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,86.93333333333334,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,84.0,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,77.53333333333333,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,reporting_country,Reporting-country citizens,86.16666666666667,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,total,Total,85.53333333333335,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,84.81666666666666,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,85.66666666666667,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,82.58333333333333,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,75.7,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 64 years,reporting_country,Reporting-country citizens,84.56666666666666,6
2014-2019,Switzerland,CHE,CHE,0,Males,From 15 to 64 years,total,Total,84.0,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,62.71666666666667,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,58.150000000000006,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 24 years,foreign_country,Foreign-country citizens,57.53333333333333,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 24 years,non_eu,Non-EU27 citizens,56.76666666666667,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,63.400000000000006,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 24 years,total,Total,62.18333333333333,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,72.2,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,73.43333333333334,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,68.61666666666667,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,61.699999999999996,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 29 years,reporting_country,Reporting-country citizens,71.93333333333334,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 29 years,total,Total,71.13333333333333,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,79.6,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,81.76666666666667,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,75.91666666666667,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 39 years,no_response,No response,74.1,1
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,66.26666666666667,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 39 years,reporting_country,Reporting-country citizens,78.98333333333333,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 39 years,total,Total,78.05,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,83.26666666666667,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,83.05,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,77.1,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 59 years,no_response,No response,53.650000000000006,2
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,65.80000000000001,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 59 years,reporting_country,Reporting-country citizens,83.33333333333333,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 59 years,total,Total,81.55,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,81.24999999999999,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,81.71666666666665,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,75.75000000000001,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 64 years,no_response,No response,49.2,2
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,64.36666666666666,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 64 years,reporting_country,Reporting-country citizens,81.11666666666666,6
2014-2019,Switzerland,CHE,CHE,0,Total,From 15 to 64 years,total,Total,79.66666666666667,6
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,60.56,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,54.260000000000005,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,foreign_country,Foreign-country citizens,52.7,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,non_eu,Non-EU27 citizens,50.720000000000006,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,reporting_country,Reporting-country citizens,61.620000000000005,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,total,Total,59.620000000000005,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,71.0,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,69.8,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 29 years,foreign_country,Foreign-country citizens,63.4,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 29 years,non_eu,Non-EU27 citizens,53.94000000000001,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 29 years,reporting_country,Reporting-country citizens,71.22,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 29 years,total,Total,69.28,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,78.17999999999999,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,77.38000000000001,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 39 years,foreign_country,Foreign-country citizens,68.84,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 39 years,non_eu,Non-EU27 citizens,55.839999999999996,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 39 years,reporting_country,Reporting-country citizens,78.42,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 39 years,total,Total,75.47999999999999,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,eu27_total,EU27 citizens,81.02000000000001,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,78.86,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,70.66,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,57.24000000000001,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,81.58,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,total,Total,78.42,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,78.7,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,77.82,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,69.6,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,55.92,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 64 years,reporting_country,Reporting-country citizens,78.88,5
2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 64 years,total,Total,76.32,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,61.8,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,54.82000000000001,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 24 years,foreign_country,Foreign-country citizens,56.88000000000001,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 24 years,non_eu,Non-EU27 citizens,60.46,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 24 years,reporting_country,Reporting-country citizens,63.14,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 24 years,total,Total,61.660000000000004,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,71.8,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,71.02000000000001,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 29 years,foreign_country,Foreign-country citizens,70.94000000000001,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,70.74,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 29 years,reporting_country,Reporting-country citizens,71.96000000000001,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 29 years,total,Total,71.66,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,81.52000000000001,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,83.8,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,81.67999999999999,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,77.56,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 39 years,reporting_country,Reporting-country citizens,80.8,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 39 years,total,Total,81.08,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,86.08,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,86.03999999999999,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,83.34,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,77.17999999999999,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,reporting_country,Reporting-country citizens,86.1,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 59 years,total,Total,85.2,5
2020-2024,Switzerland,CHE,CHE,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,84.74,5
